id,nome,indirizzo,provincia,coordinate_lat,coordinate_lon,anno_costituzione,settori_tag,capitale_sociale,valore_produzione,dipendenti,status_attivo
SU01691,BioSolutions S.R.L.,"Via Milano, 125",Brescia,45.515947604369515,10.19692746418517,2022,"['Fintech', 'Cybersecurity']",21801,79631,0,True
SU01692,FutureVision S.R.L.,"Via Dante, 66",Milano,45.45449724508494,9.196359391432757,2025,"['Software & Consulenza Informatica', 'Cybersecurity', 'Fabbricazione Macchinari']",87638,169227,8,True
SU01693,GreenHub S.R.L.,"Via Garibaldi, 73",Milano,45.46186106750629,9.249041736077142,2024,"['Fintech', 'E-commerce']",44803,71816,3,False
SU01694,NanoDynamics S.R.L.,"Via Montenapoleone, 99",Milano,45.48398537478145,9.159502877419012,2019,['Intelligenza Artificiale'],10000,202271,5,True
SU01695,BioSolutions S.R.L.,"Via Milano, 94",Milano,45.46479954243077,9.177957127549185,2022,['Energia Rinnovabile'],10000,27384,1,True
SU01696,InnovaLab S.R.L.,"Corso Buenos Aires, 41",Milano,45.43626222864964,9.217077995918912,2021,"['E-commerce', 'Salute Digitale', 'Computer e Prodotti Elettronici']",10000,1411525,6,True
SU01697,NanoLogic S.R.L.,"Via Dante, 118",Como,45.79865820955142,9.055031505935498,2019,"['IoT', 'Energia Rinnovabile', 'E-commerce']",13115,39794,4,True
SU01698,GreenLab S.R.L.,"Via Brera, 16",Milano,45.47488974973029,9.203252143733504,2024,"['Computer e Prodotti Elettronici', 'IoT']",48497,98413,0,True
SU01699,DigitalAnalytics S.R.L.,"Corso Buenos Aires, 36",Milano,45.463797290870176,9.168046683706603,2021,"['Fabbricazione Macchinari', 'Blockchain']",78154,187116,7,True
SU01700,CyberHub S.R.L.,"Via Dante, 131",Brescia,45.55195423266243,10.202442016398034,2021,['Servizi di Informazione'],24516,57965,1,True
SU01701,BioHub S.R.L.,"Via Roma, 142",Milano,45.46822171318308,9.166159321792458,2025,"['Aerospace', 'Salute Digitale', 'Computer e Prodotti Elettronici']",10000,151957,0,True
SU01702,NanoLogic S.R.L.,"Via Milano, 82",Milano,45.487460994517626,9.216335400308877,2019,['Biotecnologie'],10000,13169,3,False
SU01703,SmartAnalytics S.R.L.,"Via Milano, 26",Milano,45.43920672493927,9.194779108067376,2021,"['Ricerca e Sviluppo', 'Fabbricazione Macchinari', 'Aerospace']",51169,140675,2,True
SU01704,DigitalLogic S.R.L.,"Via Milano, 97",Brescia,45.54635444801841,10.193704614915283,2024,"['Aerospace', 'Software & Consulenza Informatica']",13686,4789,5,True
SU01705,CyberHub S.R.L.,"Via Dante, 65",Milano,45.46048081597658,9.20067666491625,2021,['Ricerca e Sviluppo'],10000,22115,2,True
SU01706,NanoVision S.R.L.,"Via Montenapoleone, 132",Brescia,45.5252964759268,10.18917480925742,2022,"['Cybersecurity', 'Cleantech']",10000,1142016,2,True
SU01707,FutureWorks S.R.L.,"Via Dante, 139",Milano,45.49235321552877,9.218957818161801,2023,"['Servizi di Informazione', 'Biotecnologie']",10000,188290,1,True
SU01708,DigitalHub S.R.L.,"Via Milano, 42",Monza e della Brianza,45.59694290037021,9.273795436810817,2021,"['Blockchain', 'Automotive Tech', 'IoT']",34500,36259,1,True
SU01709,NanoLogic S.R.L.,"Corso Buenos Aires, 134",Milano,45.466242508166765,9.179544987082311,2024,['Robotica'],12555,449163,2,True
SU01710,GreenHub S.R.L.,"Via Roma, 144",Milano,45.45293201836882,9.20227195643594,2022,"['Blockchain', 'Servizi di Informazione', 'Computer e Prodotti Elettronici']",24523,635709,40,True
SU01711,GreenAnalytics S.R.L.,"Corso Buenos Aires, 99",Milano,45.45179281547597,9.184917094338557,2021,"['Robotica', 'Cybersecurity', 'Computer e Prodotti Elettronici']",34097,103081,1,False
SU01712,DigitalDynamics S.R.L.,"Via Brera, 35",Cremona,45.11490498550695,9.988356807192737,2025,"['Software & Consulenza Informatica', 'Biotecnologie']",10000,475740,7,False
SU01713,CyberLab S.R.L.,"Via Roma, 36",Brescia,45.53480275422807,10.232839272430313,2024,['Fintech'],10000,258120,6,True
SU01714,DigitalHub S.R.L.,"Via Montenapoleone, 41",Milano,45.465926773181415,9.181596323565355,2022,['Cleantech'],31647,532537,9,True
SU01715,BioSystems S.R.L.,"Via Dante, 93",Milano,45.467892771607026,9.17367891882185,2019,['Energia Rinnovabile'],45131,5000000,1,True
SU01716,DataLab S.R.L.,"Via Garibaldi, 145",Milano,45.48540777495519,9.163810102207298,2022,"['Biotecnologie', 'Software & Consulenza Informatica', 'Fintech']",10000,83806,5,True
SU01717,NanoLogic S.R.L.,"Via Milano, 112",Milano,45.45926504772451,9.185930094210496,2025,"['IoT', 'Biotecnologie', 'Salute Digitale']",10000,15130,0,False
SU01718,NanoEngine S.R.L.,"Via Dante, 51",Milano,45.44909998266369,9.194789530820364,2020,['Intelligenza Artificiale'],36094,866855,5,True
SU01719,DataWorks S.R.L.,"Via Dante, 3",Milano,45.48005276495705,9.178670557140688,2025,"['Fabbricazione Macchinari', 'Blockchain']",22719,151272,6,True
SU01720,InnovaSolutions S.R.L.,"Via Roma, 89",Milano,45.47935924605173,9.21324951135503,2023,['Blockchain'],241460,76071,0,True
SU01721,FutureSolutions S.R.L.,"Via Roma, 79",Milano,45.44709937153211,9.143842931972243,2020,"['Ricerca e Sviluppo', 'Biotecnologie']",10000,1774166,15,True
SU01722,BioLogic S.R.L.,"Via Garibaldi, 19",Como,45.809852224225864,9.077106484673676,2019,"['E-commerce', 'Automotive Tech']",124321,8468,2,True
SU01723,DataVision S.R.L.,"Via Garibaldi, 21",Milano,45.46709760773391,9.20040591041175,2023,['Ricerca e Sviluppo'],10000,13063,1,True
SU01724,DataDynamics S.R.L.,"Corso Buenos Aires, 98",Milano,45.46254110282571,9.217516518131353,2023,"['Blockchain', 'Automazione Industriale']",10000,16295,0,True
SU01725,FutureDynamics S.R.L.,"Via Montenapoleone, 131",Como,45.77692931161711,9.063385559109998,2022,"['Robotica', 'Computer e Prodotti Elettronici', 'Cybersecurity']",12246,185708,0,True
SU01726,InnovaSystems S.R.L.,"Corso Buenos Aires, 149",Milano,45.45767913301815,9.19635522851829,2022,"['IoT', 'Fabbricazione Macchinari']",34384,42749,0,True
SU01727,FutureHub S.R.L.,"Via Manzoni, 43",Milano,45.430399784242994,9.178132858930663,2025,"['Automotive Tech', 'Servizi di Informazione', 'Blockchain']",10000,48432,3,True
SU01728,BioAnalytics S.R.L.,"Via Manzoni, 133",Milano,45.473358357780725,9.192418627225068,2019,"['Fintech', 'Automotive Tech']",28127,223539,10,True
SU01729,DigitalWorks S.R.L.,"Via Dante, 73",Milano,45.4582969204976,9.20117965660449,2024,"['IoT', 'Aerospace']",18944,100523,2,True
SU01730,BioAnalytics S.R.L.,"Via Roma, 17",Milano,45.46899495176414,9.19832442049823,2023,['Automazione Industriale'],25443,45712,0,True
SU01731,TechDynamics S.R.L.,"Corso Buenos Aires, 79",Milano,45.48770883797999,9.202515508897246,2019,"['Aerospace', 'Cybersecurity']",15369,195279,1,True
SU01732,FutureWorks S.R.L.,"Via Dante, 144",Milano,45.47106479642221,9.208140708350978,2024,"['Aerospace', 'Software & Consulenza Informatica']",21027,21854,5,True
SU01733,GreenLogic S.R.L.,"Corso Buenos Aires, 118",Milano,45.45340086489005,9.151136872958078,2022,"['Energia Rinnovabile', 'Aerospace']",13177,5000000,7,True
SU01734,BioLogic S.R.L.,"Via Dante, 48",Milano,45.4661336400899,9.203786406212537,2022,"['E-commerce', 'IoT', 'Servizi di Informazione']",10000,27623,4,True
SU01735,GreenEngine S.R.L.,"Corso Buenos Aires, 49",Milano,45.43288672605684,9.164688240222903,2020,"['Biotecnologie', 'Computer e Prodotti Elettronici']",85309,153863,3,True
SU01736,InnovaLab S.R.L.,"Corso Buenos Aires, 65",Mantova,45.206405229359596,10.770169980247307,2020,"['Software & Consulenza Informatica', 'Salute Digitale']",10489,629598,9,True
SU01737,NanoVision S.R.L.,"Via Montenapoleone, 41",Milano,45.45100863990598,9.190875928163418,2022,['Robotica'],21429,40512,9,True
SU01738,CyberVision S.R.L.,"Via Garibaldi, 54",Pavia,45.169679852458714,9.13215080578356,2021,"['Computer e Prodotti Elettronici', 'Robotica']",28127,83938,1,True
SU01739,SmartSolutions S.R.L.,"Via Manzoni, 13",Como,45.82796582283121,9.108392349500603,2022,['Cleantech'],10000,173903,6,False
SU01740,NanoLab S.R.L.,"Via Montenapoleone, 86",Milano,45.4408009015768,9.197330892910866,2024,['Cybersecurity'],14436,1611,1,True
SU01741,BioEngine S.R.L.,"Corso Buenos Aires, 37",Como,45.812797256155015,9.111322370872054,2023,"['IoT', 'Automazione Industriale']",63932,149071,4,True
SU01742,DigitalVision S.R.L.,"Via Montenapoleone, 45",Milano,45.48563920849118,9.188071867070626,2024,"['Fabbricazione Macchinari', 'Aerospace']",35293,46438,6,False
SU01743,DigitalSolutions S.R.L.,"Via Manzoni, 36",Milano,45.462485057904836,9.195977580089416,2019,['Servizi di Informazione'],10000,171943,10,False
SU01744,FutureDynamics S.R.L.,"Via Montenapoleone, 127",Milano,45.4681894260424,9.187585124808917,2020,"['E-commerce', 'Salute Digitale']",14143,851674,0,True
SU01745,SmartDynamics S.R.L.,"Via Roma, 77",Varese,45.827645355433226,8.839163796734455,2023,"['Automazione Industriale', 'Intelligenza Artificiale', 'Aerospace']",66900,163155,9,True
SU01746,FutureLab S.R.L.,"Via Milano, 38",Milano,45.47527103355597,9.195959619559595,2023,"['Automazione Industriale', 'Software & Consulenza Informatica', 'Robotica']",10000,2937,1,True
SU01747,DigitalLab S.R.L.,"Via Garibaldi, 30",Milano,45.45050927714709,9.184228058910398,2021,['Blockchain'],29686,889807,1,True
SU01748,DigitalAnalytics S.R.L.,"Via Brera, 78",Milano,45.47709301433443,9.206399865250479,2021,"['Ricerca e Sviluppo', 'Computer e Prodotti Elettronici']",10000,349938,4,True
SU01749,NanoAnalytics S.R.L.,"Via Dante, 120",Sondrio,46.144278107025585,9.857777786708166,2019,['Salute Digitale'],10000,316948,3,True
SU01750,GreenSystems S.R.L.,"Via Brera, 141",Milano,45.48998114775133,9.187255236229786,2023,['Servizi di Informazione'],66941,120712,7,True
SU01751,CyberVision S.R.L.,"Via Dante, 35",Milano,45.47638390725702,9.20957653319991,2021,"['Ricerca e Sviluppo', 'Fabbricazione Macchinari', 'Blockchain']",70141,69907,2,True
SU01752,GreenLab S.R.L.,"Via Roma, 28",Bergamo,45.665015358867734,9.679767575249066,2022,"['Robotica', 'E-commerce']",10000,9971,9,True
SU01753,GreenSystems S.R.L.,"Via Roma, 133",Milano,45.45189212742859,9.190955066171432,2023,['Automotive Tech'],17329,192885,1,True
SU01754,TechDynamics S.R.L.,"Corso Buenos Aires, 25",Milano,45.44873336915304,9.195332836259734,2022,['Fintech'],39287,25180,3,True
SU01755,GreenSystems S.R.L.,"Corso Buenos Aires, 22",Milano,45.47702955275219,9.171078394654858,2022,['Fintech'],194754,101156,1,False
SU01756,GreenEngine S.R.L.,"Via Dante, 32",Como,45.86849306284677,9.074841484036584,2021,['Marketing Digitale'],79507,185110,0,True
SU01757,BioVision S.R.L.,"Corso Buenos Aires, 57",Milano,45.47911729284695,9.221210365737514,2020,['Robotica'],12676,34991,8,True
SU01758,SmartDynamics S.R.L.,"Via Milano, 68",Brescia,45.54171331168831,10.207246068472783,2020,"['Fabbricazione Macchinari', 'Robotica', 'Software & Consulenza Informatica']",13965,167225,2,True
SU01759,BioHub S.R.L.,"Via Brera, 59",Bergamo,45.69459665658016,9.639846796764676,2020,"['Intelligenza Artificiale', 'Computer e Prodotti Elettronici', 'Automazione Industriale']",21714,257529,0,True
SU01760,GreenSystems S.R.L.,"Via Manzoni, 91",Milano,45.46043817350695,9.19091410265989,2019,"['Computer e Prodotti Elettronici', 'Software & Consulenza Informatica', 'Biotecnologie']",18956,65360,1,True
SU01761,BioLogic S.R.L.,"Via Garibaldi, 135",Como,45.794813552521575,9.072854520779265,2020,['Biotecnologie'],22679,451125,2,False
SU01762,GreenSystems S.R.L.,"Via Garibaldi, 64",Milano,45.46998245578389,9.184114401406609,2021,['Fabbricazione Macchinari'],10000,363479,2,True
SU01763,CyberHub S.R.L.,"Via Dante, 94",Como,45.835522374243325,9.062876004169185,2025,"['Ricerca e Sviluppo', 'Intelligenza Artificiale', 'Cybersecurity']",18348,34036,4,True
SU01764,GreenEngine S.R.L.,"Via Montenapoleone, 14",Milano,45.45758816208898,9.18612137496727,2021,['Energia Rinnovabile'],10000,9431,5,True
SU01765,SmartAnalytics S.R.L.,"Corso Buenos Aires, 128",Brescia,45.546132313733665,10.205725442152458,2021,"['Software & Consulenza Informatica', 'Fintech', 'Blockchain']",42527,72987,9,True
SU01766,BioEngine S.R.L.,"Via Manzoni, 60",Brescia,45.54034331050517,10.22169589568657,2021,"['Automazione Industriale', 'Marketing Digitale']",10000,192027,4,True
SU01767,BioVision S.R.L.,"Corso Buenos Aires, 86",Milano,45.44283459509292,9.202375624712662,2022,['Automazione Industriale'],23464,203841,1,True
SU01768,InnovaSystems S.R.L.,"Via Manzoni, 57",Milano,45.464948257070915,9.163232553766536,2021,"['Servizi di Informazione', 'Automotive Tech']",27062,588280,4,True
SU01769,TechHub S.R.L.,"Via Milano, 67",Milano,45.45562289594445,9.179633748403335,2024,['Fintech'],154993,256916,0,True
SU01770,TechWorks S.R.L.,"Via Milano, 122",Milano,45.45653043134766,9.194309789931777,2019,['Aerospace'],10000,191039,2,True
SU01771,DataVision S.R.L.,"Via Manzoni, 38",Bergamo,45.671773464696116,9.671188282525584,2024,['Robotica'],28803,204704,8,True
SU01772,TechLogic S.R.L.,"Via Manzoni, 139",Milano,45.4710712701525,9.193448071321388,2024,['Computer e Prodotti Elettronici'],126164,219470,2,True
SU01773,InnovaEngine S.R.L.,"Via Milano, 54",Brescia,45.529610551127114,10.218549327741723,2024,['E-commerce'],10000,13297,6,True
SU01774,FutureHub S.R.L.,"Via Dante, 83",Como,45.780741702230586,9.102223943674183,2021,['Aerospace'],269223,342258,10,True
SU01775,GreenSolutions S.R.L.,"Via Brera, 4",Milano,45.46431815618961,9.219303702867442,2024,['Cybersecurity'],25269,41734,15,True
SU01776,NanoHub S.R.L.,"Via Garibaldi, 130",Milano,45.47902696417785,9.176649429083492,2022,['Servizi di Informazione'],11137,5000000,6,True
SU01777,DataEngine S.R.L.,"Via Manzoni, 73",Milano,45.461705167642975,9.216721599314496,2022,"['Automazione Industriale', 'Marketing Digitale']",13516,99037,0,True
SU01778,TechAnalytics S.R.L.,"Via Dante, 18",Milano,45.472251536857854,9.193977824047845,2020,"['E-commerce', 'Automazione Industriale']",23363,384090,10,True
SU01779,DataDynamics S.R.L.,"Via Milano, 92",Milano,45.48309461697443,9.187771541245306,2019,"['Marketing Digitale', 'Blockchain']",10000,394994,4,True
SU01780,SmartDynamics S.R.L.,"Via Manzoni, 19",Milano,45.44414799007613,9.187172171670166,2022,"['Servizi di Informazione', 'Intelligenza Artificiale']",19951,74790,3,True
SU01781,DigitalSystems S.R.L.,"Via Dante, 4",Milano,45.44133704045908,9.210366794978563,2024,"['Intelligenza Artificiale', 'Marketing Digitale']",37099,395488,0,True
SU01782,BioLab S.R.L.,"Via Roma, 101",Brescia,45.52167602636096,10.171735269564408,2022,"['Biotecnologie', 'Automazione Industriale']",11911,165076,7,True
SU01783,SmartWorks S.R.L.,"Via Manzoni, 110",Milano,45.49011247565185,9.211792049346919,2021,"['Intelligenza Artificiale', 'Blockchain']",20945,61760,1,True
SU01784,CyberAnalytics S.R.L.,"Via Dante, 98",Milano,45.422635267603894,9.217708586730627,2022,['Computer e Prodotti Elettronici'],10000,181651,8,True
SU01785,SmartHub S.R.L.,"Via Montenapoleone, 99",Milano,45.4871135581174,9.178749702534946,2022,['Blockchain'],12835,515580,4,True
SU01786,NanoSolutions S.R.L.,"Corso Buenos Aires, 52",Milano,45.43993389079182,9.159424456512022,2022,['Marketing Digitale'],10000,28476,0,True
SU01787,FutureHub S.R.L.,"Corso Buenos Aires, 27",Milano,45.47685030592596,9.211419570293296,2019,"['Robotica', 'Biotecnologie']",10927,38489,0,True
SU01788,NanoSystems S.R.L.,"Via Dante, 21",Milano,45.45058473638779,9.242406911999678,2023,"['Servizi di Informazione', 'Fabbricazione Macchinari']",10000,23812,8,True
SU01789,GreenLab S.R.L.,"Corso Buenos Aires, 36",Milano,45.470927211298374,9.197325482675579,2022,['Fabbricazione Macchinari'],111713,27357,2,True
SU01790,SmartSolutions S.R.L.,"Via Brera, 61",Milano,45.486692708487,9.160080414190508,2024,"['IoT', 'Fintech']",10000,209523,2,True
SU01791,DigitalWorks S.R.L.,"Via Dante, 52",Milano,45.42991253969234,9.201652402291204,2019,"['Cybersecurity', 'Marketing Digitale']",10379,59089,1,True
SU01792,DataLab S.R.L.,"Via Garibaldi, 132",Brescia,45.529187453214625,10.197392887193033,2020,"['Robotica', 'Fabbricazione Macchinari']",71535,203642,4,True
SU01793,InnovaAnalytics S.R.L.,"Via Garibaldi, 64",Milano,45.481687242026595,9.184981859102974,2021,['Energia Rinnovabile'],15945,1151798,3,True
SU01794,InnovaLogic S.R.L.,"Via Garibaldi, 128",Brescia,45.53881054367896,10.20510171416845,2023,"['Servizi di Informazione', 'Intelligenza Artificiale']",27089,80915,2,True
SU01795,DigitalSystems S.R.L.,"Via Dante, 74",Milano,45.44089393486256,9.1961897736811,2021,"['Servizi di Informazione', 'Aerospace', 'Intelligenza Artificiale']",10000,60030,7,True
SU01796,DigitalVision S.R.L.,"Via Roma, 51",Milano,45.469243668180766,9.176398970167119,2023,['Fintech'],102360,141030,0,True
SU01797,BioLab S.R.L.,"Via Milano, 110",Milano,45.48319345064321,9.190420201360153,2021,['Aerospace'],10000,2373467,7,True
SU01798,InnovaWorks S.R.L.,"Via Brera, 33",Milano,45.47316674023219,9.16812137763469,2019,"['Ricerca e Sviluppo', 'Salute Digitale']",29905,179147,4,True
SU01799,TechVision S.R.L.,"Corso Buenos Aires, 36",Milano,45.463033060402275,9.1748934840516,2022,"['Automotive Tech', 'Biotecnologie', 'Automazione Industriale']",62536,48437,6,False
SU01800,BioLab S.R.L.,"Via Montenapoleone, 111",Lodi,45.319837001981426,9.476100159638412,2021,"['Ricerca e Sviluppo', 'Blockchain', 'Fintech']",10415,551461,6,False
SU01801,TechSystems S.R.L.,"Via Milano, 74",Milano,45.46861551662364,9.169348200320117,2021,"['Aerospace', 'Fabbricazione Macchinari', 'Computer e Prodotti Elettronici']",10000,87143,2,True
SU01802,FutureHub S.R.L.,"Via Brera, 130",Milano,45.45355864607484,9.19503960313529,2021,['Fintech'],10000,307679,0,True
SU01803,BioSolutions S.R.L.,"Via Roma, 123",Milano,45.45194630035574,9.226398940317269,2024,"['Fabbricazione Macchinari', 'Cleantech', 'IoT']",13035,53335,2,True
SU01804,NanoDynamics S.R.L.,"Via Brera, 99",Sondrio,46.18053963324482,9.894361106099973,2021,"['Robotica', 'E-commerce']",10000,1774336,4,True
SU01805,NanoLogic S.R.L.,"Via Dante, 36",Milano,45.49013474214573,9.157620075295894,2022,['Software & Consulenza Informatica'],10000,88557,0,True
SU01806,FutureDynamics S.R.L.,"Corso Buenos Aires, 141",Cremona,45.141294220439214,10.015470173214261,2025,"['Intelligenza Artificiale', 'Robotica']",17244,46918,5,True
SU01807,BioWorks S.R.L.,"Via Roma, 83",Milano,45.47620758216633,9.200917404774758,2022,"['Automazione Industriale', 'Servizi di Informazione']",347154,80648,8,True
SU01808,GreenSystems S.R.L.,"Via Manzoni, 41",Milano,45.45522811138261,9.2022619678232,2025,['Salute Digitale'],32357,289140,1,True
SU01809,TechLogic S.R.L.,"Via Dante, 41",Milano,45.451460709753896,9.207009726881855,2019,"['Computer e Prodotti Elettronici', 'Software & Consulenza Informatica']",10000,820191,4,True
SU01810,SmartAnalytics S.R.L.,"Via Dante, 149",Milano,45.474441379924684,9.221527375419782,2019,"['Cybersecurity', 'Automotive Tech', 'E-commerce']",36555,696750,1,True
SU01811,InnovaVision S.R.L.,"Via Garibaldi, 109",Bergamo,45.701286584023606,9.66722054712974,2019,"['Cleantech', 'Cybersecurity', 'Servizi di Informazione']",10000,1581323,0,True
SU01812,FutureLogic S.R.L.,"Corso Buenos Aires, 110",Milano,45.477456835384466,9.173817422028707,2022,"['Automotive Tech', 'E-commerce']",10000,77306,0,True
SU01813,FutureSystems S.R.L.,"Via Roma, 143",Como,45.79838247757229,9.11282076647405,2022,"['Robotica', 'E-commerce']",20567,282659,1,True
SU01814,DigitalAnalytics S.R.L.,"Via Garibaldi, 95",Milano,45.46807163413921,9.223333895734495,2021,"['Servizi di Informazione', 'Software & Consulenza Informatica', 'Aerospace']",18879,139265,1,True
SU01815,DataLab S.R.L.,"Via Roma, 60",Bergamo,45.68857666640362,9.662676355462052,2023,['Servizi di Informazione'],10000,4159,1,False
SU01816,TechWorks S.R.L.,"Via Montenapoleone, 121",Milano,45.43294659159108,9.19752800326628,2023,['Automotive Tech'],10000,56169,7,True
SU01817,InnovaLab S.R.L.,"Via Brera, 90",Bergamo,45.682267731006945,9.676430818226006,2020,"['Fintech', 'Blockchain']",75878,42094,2,True
SU01818,InnovaSystems S.R.L.,"Corso Buenos Aires, 136",Milano,45.43971113869505,9.172562727848693,2023,['E-commerce'],188755,1087,4,True
SU01819,BioSystems S.R.L.,"Via Garibaldi, 11",Milano,45.48009682506811,9.185981216590818,2019,['IoT'],20150,898190,5,True
SU01820,BioEngine S.R.L.,"Via Roma, 102",Como,45.81723089333558,9.096337048430456,2024,"['Computer e Prodotti Elettronici', 'Servizi di Informazione']",16171,1926,6,True
SU01821,BioWorks S.R.L.,"Via Roma, 69",Bergamo,45.71643583305367,9.719484163260157,2021,"['Automazione Industriale', 'Aerospace']",22980,122092,1,True
SU01822,SmartLogic S.R.L.,"Via Garibaldi, 55",Bergamo,45.69951509311429,9.670143928002577,2019,['IoT'],10000,105242,3,True
SU01823,SmartVision S.R.L.,"Via Montenapoleone, 22",Milano,45.45430145758867,9.184684356432102,2021,['Fintech'],13685,76617,1,True
SU01824,DigitalLab S.R.L.,"Via Milano, 75",Milano,45.4722758463151,9.192623432699055,2024,"['Marketing Digitale', 'IoT', 'Blockchain']",10000,1035718,7,True
SU01825,DataHub S.R.L.,"Via Milano, 51",Sondrio,46.18710493273633,9.860226223592445,2021,"['Blockchain', 'Fabbricazione Macchinari', 'Automotive Tech']",22408,3550554,5,True
SU01826,GreenHub S.R.L.,"Via Garibaldi, 119",Milano,45.45908332974242,9.197984326151161,2021,['Fintech'],10000,5000000,10,True
SU01827,InnovaDynamics S.R.L.,"Via Milano, 60",Milano,45.47323975282386,9.220858391319684,2020,"['Fintech', 'Marketing Digitale', 'IoT']",10000,372482,1,False
SU01828,FutureHub S.R.L.,"Via Milano, 59",Como,45.78357905736871,9.08976757959494,2024,"['Cybersecurity', 'Salute Digitale']",14149,369732,6,True
SU01829,DataEngine S.R.L.,"Via Dante, 20",Milano,45.44078707515492,9.199973639178241,2022,"['Biotecnologie', 'IoT', 'Marketing Digitale']",13314,30958,0,True
SU01830,BioLab S.R.L.,"Via Milano, 117",Bergamo,45.703440979742616,9.669723213506678,2021,['Energia Rinnovabile'],10000,52921,0,True
SU01831,TechAnalytics S.R.L.,"Via Dante, 102",Milano,45.48104900033352,9.18299760126349,2020,"['Ricerca e Sviluppo', 'Fintech', 'Automazione Industriale']",15613,274698,1,True
SU01832,BioSolutions S.R.L.,"Via Roma, 130",Bergamo,45.698509702321985,9.712904474819782,2021,"['Servizi di Informazione', 'Robotica', 'E-commerce']",95868,30810,0,True
SU01833,SmartHub S.R.L.,"Via Roma, 59",Milano,45.479632365175306,9.15821144886949,2022,['Robotica'],51211,247379,3,True
SU01834,GreenHub S.R.L.,"Via Milano, 43",Como,45.831325467896164,9.079950415694295,2022,"['Ricerca e Sviluppo', 'Robotica', 'Computer e Prodotti Elettronici']",10000,208599,10,True
SU01835,SmartVision S.R.L.,"Via Montenapoleone, 80",Milano,45.479968583194506,9.165883736540973,2023,"['Aerospace', 'Cleantech']",13580,19276,2,True
SU01836,SmartLogic S.R.L.,"Via Garibaldi, 28",Milano,45.45767912387516,9.179983377637814,2020,"['Aerospace', 'Fabbricazione Macchinari']",12629,170917,2,True
SU01837,DigitalDynamics S.R.L.,"Via Milano, 10",Milano,45.45628450900416,9.18110579702361,2022,"['Cybersecurity', 'Aerospace']",43921,222298,1,True
SU01838,BioHub S.R.L.,"Via Brera, 56",Brescia,45.55546211031083,10.229004539513982,2019,"['Computer e Prodotti Elettronici', 'Energia Rinnovabile']",20470,68681,1,True
SU01839,FutureLogic S.R.L.,"Via Milano, 1",Milano,45.4466129578861,9.21647847348323,2020,"['Automotive Tech', 'Blockchain']",11824,392869,2,True
SU01840,TechLab S.R.L.,"Via Manzoni, 143",Milano,45.44628789102595,9.213633377708845,2021,['IoT'],13284,26209,15,True
SU01841,CyberHub S.R.L.,"Via Dante, 17",Brescia,45.549749920615994,10.259569191363198,2023,"['Fabbricazione Macchinari', 'IoT']",10000,205598,5,True
SU01842,DigitalHub S.R.L.,"Corso Buenos Aires, 57",Milano,45.46988845977803,9.19092099810019,2024,"['Servizi di Informazione', 'Automotive Tech', 'Salute Digitale']",10000,69673,2,True
SU01843,DataVision S.R.L.,"Via Garibaldi, 49",Milano,45.48614025618828,9.200890118628378,2023,['Cleantech'],30894,96476,2,True
SU01844,GreenVision S.R.L.,"Via Montenapoleone, 55",Milano,45.4325315343772,9.194993416571975,2024,"['Salute Digitale', 'Servizi di Informazione']",32092,12232,2,True
SU01845,TechEngine S.R.L.,"Via Garibaldi, 31",Milano,45.44790321278962,9.147179567511294,2022,['Cybersecurity'],24078,402971,1,True
SU01846,NanoHub S.R.L.,"Via Montenapoleone, 53",Milano,45.47090731021012,9.203223766728676,2020,"['Cybersecurity', 'Blockchain']",18970,47485,2,True
SU01847,GreenWorks S.R.L.,"Via Manzoni, 5",Milano,45.458813168146484,9.212293009951729,2020,['Intelligenza Artificiale'],10000,232284,1,True
SU01848,NanoSolutions S.R.L.,"Via Roma, 136",Milano,45.521241363207615,9.170311522915727,2019,"['Robotica', 'Fintech']",40650,27769,7,True
SU01849,NanoSolutions S.R.L.,"Via Dante, 70",Bergamo,45.69005525093421,9.709051230497884,2023,"['Fabbricazione Macchinari', 'Automotive Tech']",10196,16153,7,True
SU01850,BioLab S.R.L.,"Via Montenapoleone, 51",Pavia,45.2116707149359,9.11864803023572,2021,['Blockchain'],10000,299052,2,True
SU01851,InnovaDynamics S.R.L.,"Via Garibaldi, 104",Bergamo,45.71520490931874,9.66528625151469,2024,['Intelligenza Artificiale'],54861,12535,0,True
SU01852,SmartLab S.R.L.,"Via Montenapoleone, 83",Bergamo,45.71552970114557,9.684276553376105,2024,['Automotive Tech'],27661,10757,10,True
SU01853,FutureSolutions S.R.L.,"Via Montenapoleone, 127",Brescia,45.54843988618286,10.223780990071699,2023,"['Cybersecurity', 'Marketing Digitale', 'E-commerce']",103051,21451,1,True
SU01854,DigitalHub S.R.L.,"Via Dante, 71",Pavia,45.13606375234668,9.162085479096021,2022,"['Fabbricazione Macchinari', 'Fintech', 'Software & Consulenza Informatica']",10000,52898,2,True
SU01855,CyberLogic S.R.L.,"Via Garibaldi, 83",Milano,45.457328535505475,9.179827261032129,2022,['Automotive Tech'],10000,12892,1,True
SU01856,BioWorks S.R.L.,"Via Montenapoleone, 115",Brescia,45.583860908658274,10.239316007294233,2021,"['Servizi di Informazione', 'Computer e Prodotti Elettronici']",14812,979886,3,True
SU01857,DataLogic S.R.L.,"Via Dante, 139",Milano,45.456457272839664,9.179994895836325,2023,['Cleantech'],10000,187270,1,True
